,麗琴婦科,
,瞘瞜,kau1 lau1
,永伸,
,山瑞鱉,saan1 seoi6 bit3
1,大肚髧,daai6 tou5 dam1
,誠興布藝,
,名媛服飾,
1,恢弘,fui1 wang4
,欞牀,ling4 cong4
1,手套箱,sau2 tou3 soeng1
1,鬼日,
,改嘴,goi2 zeoi2
,藝術心殿,
1,黃麻布,
,楓溪區,
,熊貓商旅,
,圓茶軒,
,眼關七,ngaan5 gwaan1 cat1
1,敘談,zeoi6 taam4
,香荔綠洲,
1,冇挐冇掕,mou5 naa1 mou5 lang3
,紅誠地產,
1,搵嚟辛苦,wan2 lai4 san1 fu2
,馬房文化,maa5 fong4 man4 faa3
,幹溼褸,
1,承銷品,sing4 siu1 ban2
1,光柱,gwong1 cyu5
,川園食坊,
1,遊刃有餘,jau4 jan6 jau5 jyu4
,富敏機電,
,倚雲閣,
,新潮服飾,
,標燈,biu1 dang1
,迎客松,jing4 haak3 cung4
1,洗碼,
1,多謀善斷,do1 mau4 sin6 dyun6
,嫣妮,
,找天去,
1,散體,saan2 tai2
1,抿香爐,man5 hoeng1 lou4
1,氹仔市區,
,億星地產,
,監織造,gaam1 zik1 zou6
,蘋果中國,
,漁佬海鮮,
1,中午覺,
,綺君,
,花森絲,
,英華閣,
,可以居,
,新怡木業,
,西醫周峯,
1,學咩專業,
1,牙粉,ngaa4 fan2
,新佩閣,
1,撳釘,gam6 deng1
1,扻崩頭,ham2 bang1 tau4
,雙贏廣告,
,金牌湘菜,
,昌業櫥櫃,
,中易通訊,
1,私佔,
1,刀刺性痛,dou1 ci3 sing3 tung3
1,飼槽,zi6 cou4
1,撒網者,saat3 mong5 ze2
1,哈巴雪山,haa1 baa1 syut3 saan1
1,喪氣話,song3 hei3 waa6
,玉庭軒,
,千容電子,
1,官差,gun1 caai1
1,移印,
,大道堂,
,殺攤,saat3 taan1
,將雪藏,zoeng1 syut3 cong4
,新穎鞋業,
,東方旅業,
,明峯物流,
,三力拉鍊,
1,瘸子,ke4 zi2
,易方數碼,
,康仁堂,
1,低產量,dai1 caan2 loeng6
,整食,zing2 sik6
1,鬆毛,sung1 mou4
,餘嶺,
,永馳貨運,
1,子母奶,
,萬羲,
,平快車,ping4 faai3 ce1
,雄信通訊,
1,豬雜粥,
1,集錦,zaap6 gam2
,摳門兒,kau1 mun4 ji4
1,監押,gaam1 aat3
,康乃狄克,hong1 naai5 dik6 hak1
,傍江東,
1,住院部,zyu6 jyun2 bou6
1,光量,gwong1 loeng6
1,碳化鈣,taan3 faa3 koi3
,修正液,sau1 zing3 jik6
1,司湯達,si1 tong1 daat6
,三打兩建,
,焫鷄,
1,衹許,
1,線轆,sin3 luk1
,朱記茶,
,金順糧油,
1,憂容,jau1 jung4
,褲髀,fu3 bei2
,風水生,fung1 seoi2 saang1
,駕佰事,
,阿嬋,aa3 sim4
,和平新居,
,打理你,
,飛翔機票,
,奠濟宮,din6 zai3 gung1
,英偉達,jing1 wai5 daat6
,不恰,
,龍鳳雅居,
,囫起嶺,
,羣豪羣騰,
1,泥氹,nai4 tam5
1,硫酸鋇,lau4 syun1 bui3
,新華窗簾,
1,呼嚕嚕,fu1 lou1 lou1
,角百靈,gok3 baak3 ling4
1,唔使預我,
,豱公,wan1 gung1
,隨緣中西,
,惹嘍子,je5 lau4 zi2
1,新聞文體,
,竹林寺,
,星海怡居,
,相模電機,
,嘉興牛仔,
1,金袍,gam1 pou4
,華中石業,
,百童製作,
,磨郎鉤,
,沙三,
,小腌,siu2 jim2
,詏撟,aau3 giu6
,夢藝攝影,
,新天河,
,八仙炭烤,
,圓通速運,
,大澎,
1,無名小輩,
,流行時代,
1,子菜單,
1,檢查哨,gim2 caa4 saau3
,佳匯物流,
,卡路約翰,
1,混飯食,
,傅作義,fu6 zok3 ji6
,左貢,zo2 gung3
,新釗記,
1,璞鼎查,pok3 ding2 caa4
,境湖,
1,答訕,daap3 saan3
,嘉麗米業,
,搶翻,coeng2 faan1
,搊痛腳,cau1 tung3 goek3
1,朗吟,long5 jam4
1,響咹,hoeng2 on1
,偉業眼鏡,
1,爲免,
1,有史可查,
,太麻里,taai3 maa4 lei5
1,汙物,
,太極粵菜,
,富斯樂,
,劘家,mai1 gaa1
,聚興居,
1,呢排好煩,
1,北帝古廟,
,利達鐘錶,
1,奶酥,naai5 sou1
1,中寧縣,zung1 ning4 jyun6
,宏達貿易,
,雙下,
1,絲料,
1,諗到頭赤,
1,你以爲,nei5 ji5 wai4
,冠德皮具,
,永和一小,
,男孩兒,naam4 haai4 ji4
,培土,pui4 tou2
,快樂蜂,
,四海匯,
,深亞石油,
,劉記美食,
,明林藥業,
,南洲風采,
,剪愛,
,同豐裏,
,天城酒業,
,富藝珠寶,
,鼎峯印藝,
,樂緣閣,
1,燒豬肉,siu1 zyu1 juk6
,詠仕,
1,謄印,
,輝鴻閣,
,春語地產,
,古葉真茗,
,博威,
1,耳力,ji5 lik6
1,儲備量,cyu5 bei6 loeng6
,味食先知,
1,依牙鬆槓,ji1 ngaa4 sung1 gong3
,快樂美食,
,手仙,sau2 sin1
,通益,
1,紐扣,nau2 kau3
1,心寬體胖,sam1 fun1 tai2 bun6
1,友口福,
1,花姿,
,時尚通信,
1,咬我食,ngaau5 ngo5 sik6
,人情味兒,jan4 cing4 mei6 ji4
,黑下,
,華達茶,
1,免費週,min5 fai3 zau1
1,死變態佬,sei2 bin3 taai3 lou2
1,佢發燒,
,永威電器,
,助記符,zo6 gei3 fu4
,無名高地,
1,私費,
,鮮魚裏,
1,聆聽會,
,永恆印務,
,永星通訊,
1,吞㿺,tan1 pok1
,騸鷄,
1,高空作業,gou1 hung1 zok3 jip6
1,坐包廂,co5 baau1 soeng1
,文華海鮮,
,朝安裏,
1,發好人卡,faat3 hou2 jan4 kaat1
,織秀,
1,失身分,sat1 san1 fan6
,嘉亮塑膠,
1,牀架,cong4 gaa2
1,䁪眼,zaam2 ngaan5
,文華園藝,
,施絲露,
,羅姆電子,
,白莧,baak6 jin6
,麻瘢,maa4 baan1
1,曲線論,kuk1 sin3 leon6
,華通電器,
,如意府,
,波託菲諾,
,太華坊,
,新升流派,
,福盈地產,
,全節流,cyun4 zit3 lau4
,盞嘢,zaan2 je5
,興旺裝修,
1,瀘溪縣,lou4 kai1 jyun6
,裕發電器,
1,幾棟嘢,
,頭索類,tau4 sok3 leoi6
,靈之書舞,
,淘迪衛浴,
,美味多,
,妙煮,
1,真乾淨,
,冇嘢嚟,
,北新物流,
,音樂匣子,
,憂心熱頭,
1,牽心掛腸,hin1 sam1 gwaa3 coeng4
1,北朱雀,bak1 zyu1 zoek3
,肥佬士多,
,嘉成物流,
,嘉禾青衣,
,佛教善德,
,誙誙,hang1 hang1
1,銀貨兩訖,ngan4 fo3 loeng5 gat1
,通記海鮮,
1,聚合體,zeoi6 hap6 tai2
,嘉禾地產,
,王子客棧,
,阿依莎,aa3 ji1 saa1
,天天糧油,
,蘆荻新,
