,中傭家政,
,半復賽,bun3 fuk6 coi3
,炸糕,zaa3 gou1
1,帷幄,wai4 ak1
1,啲啲咑咑,di4 di1 daak6 daak6
,士多桌球,
,東雅圖,
,心宜雜貨,
,荔興閣,
,時尚空間,
1,你唔早講,
,氟利昂,fat1 lei6 ngong4
,科韻路中,
1,得你啫,
1,不怪得,
,巴布豆,
,蠹蛀,dou3 zyu3
,北門頭,
,黃因爲,
1,直脾氣,zik6 pei4 hei3
1,勞動生產,lou4 dung6 sang1 caan2
,鼎寶閣,
1,佢咩料呀,
,四季山水,
1,接線員,zip3 sin3 jyun4
,康晴居,
1,濡溼,jyu4 sap1
1,和平鳥,wo4 ping4 niu5
1,共埋,gung6 maai4
,榮升企業,
1,加氫油,gaa1 hing1 jau4
1,巢咪媽錳,
,閩侯,man5 hau4
,北城根橫,
,北鄉情,
,以斯拉記,ji5 si1 laai1 gei3
1,嚡過沙紙,haai4 gwo3 saa1 zi2
,聯創廣告,
,鵝膏蕈素,ngo4 gou1 cam5 sou3
,世泥,sai3 nai4
,優然廣告,
,聯袂飾演,lyun4 mai6 sik1 jin2
,潮人食藝,
,怡品閣,
,振業汽配,
,立崗路口,
1,電桿,din6 gon1
,福昌工廈,
,般景,
1,㞗屎,gau1 si2
1,錫一錫,
,維達領帶,
,幾喺,
,鬆鷄,
,湘皇宴,
1,天旱,tin1 hon5
,不文物,bat1 man4 mat6
1,喺嘞,
1,狗尾粟,gau2 mei5 suk1
,愛蓮亭,
,藝風廣告,
,喂波,
1,黃腹柳鶯,wong4 fuk1 lau5 ang1
,家成地產,
,樺森木業,
,天天漁港,
,隆源五金,
1,特約稿,dak6 joek3 gou2
1,狼煙四起,long4 jin1 sei3 hei2
1,使乜睇,
,和健閣,
1,浪子髮式,
,宅配,zaak6 pui3
,濱江街辦,
,哬哚,hoe4 doe1
1,龍涎香,lung4 jin4 hoeng1
,匯香坊,
1,開物置業,
,荒政,fong1 zing3
,客家居,
,長坑,
,伊偉服飾,
1,告戒,gou3 gaai3
1,鑒定證書,
,衛勝裏,
1,灰冠鴉雀,fui1 gun3 aa1 zoek3
,國魂,gwok3 wan4
,源記甜品,
,趙記五金,
,盈盈飾品,
,廣東工大,
,鵬鑫機械,
,郭豐森,
1,介紹錯,
,集和堂,
,發業廣告,
,雅之居,
,林旺茶,
,反油酸,faan2 jau4 syun1
,四季匯,
1,數據流,sou3 geoi3 lau4
,嘉寶食府,
1,束緊,cuk1 gan2
,蛤蟆此,
1,禁忌語,gam3 gei6 jyu5
1,中氣層,zung1 hei3 cang4
,華雄,
,社嶺,
1,白澤,baak6 zaak6
,木湖瓦窰,
,合興五金,
,毒莠定,duk6 jau5 ding6
,滾子,gwan2 zi2
,魚爲先,
,有爲通迅,
,華聯服飾,
,說庫,
,飄香燒烤,
,志恆通訊,
1,畸變,kei1 bin3
,麗軒,
1,親自掛帥,can1 zi6 gwaa3 seoi3
,常興五金,
1,單色照片,daan1 sik1 ziu3 pin2
,一得居,
1,多話說,
,寶華大押,
,霜天,soeng1 tin1
,公館御墅,
,三原縣,saam1 jyun4 jyun6
1,移動式,ji4 dung6 sik1
1,水摳油,seoi2 kau1 jau4
,潮歌影音,
,龍環閣,
1,蠶沙,caam4 saa1
1,愉楊,
,深筆字,sam1 bat1 zi6
,惠宜佳,
,湘粵軒,
,玉屏縣,juk6 ping4 jyun6
,石陂頭,
,鈞成五金,
,銀河公墓,
1,串講,cyun3 gong2
,冞家,mai1 gaa1
,寶峯徑,
,阿公灣,
,心語翻譯,
,嘉榮華,
,豐利工業,
,大巖口,
1,印度鬼椒,jan3 dou6 gwai2 ziu1
,原平,jyun4 ping4
,柏雅牀墊,
1,草披,cou2 pei1
,富盈,
1,啓通諮詢,
1,食咗啦,
,唐英閣,
,洞口縣,dung6 hau2 jyun6
1,插鎖,caap3 so2
,西村約,
,模號,
,南郭,naam4 gwok3
1,綁纈,bong2 lit3
,銘記小食,
1,適配,sik1 pui3
1,發仔瘋,
,精裕,
1,拉雞,laai1 gai1
,灑布,saa2 bou3
,勝華電器,
,噴條,pan3 tiu4
1,詐呼,
1,偏移,pin1 ji4
1,無響應,
1,蟹拑,haai5 kim4
1,默讀,mak6 duk6
,嘉華服飾,
1,先驗概率,sin1 jim6 koi3 leot2
,蘭亭薈,
1,調試緊,
1,狀貌,zong6 maau6
,康祥閣,
,波什格倫,bo1 sap6 gaak3 leon4
1,嬌態,giu1 taai3
,馬戛爾尼,maa5 gaat3 ji5 nei4
1,翻播,
1,知識青年,zi1 sik1 cing1 nin4
,南山朗,
,江湖情,gong1 wu4 cing4
,名園時光,
1,手停,
,欣榮廚具,
,厚笠,hau5 lap1
,廣田紙業,
,西坑路口,
1,大㗰,daai6 saai1
,科苑立交,
,峯燕,
,國藥堂,
1,光一個,
,腰布,jiu1 bou3
1,趌高,
1,膝頭蓋,sat1 tau4 goi3
1,打返電話,
,小心滴,
,色噹,sik1 dong1
1,請埋席喇,
1,買到靚嘢,
,恆產,hang4 caan2
1,龍船競賽,lung4 syun4 ging6 coi3
1,吹鬚睩眼,ceoi1 sou1 luk1 ngaan5
1,嘬嘴,zyut1 zeoi2
1,雙人間,soeng1 jan4 gaan1
1,挨挨擠擠,
1,老行家,
,硅宇電子,
,粵通商旅,
1,披肝瀝膽,pei1 gon1 lik6 daam2
,擒鋼架,
,薩斯卡通,saat3 si1 kaa1 tung1
,匯豐洗衣,
1,明察,ming4 caat3
,攸美,
,博興,bok3 hing1
1,冗職,jung2 zik1
,包袱底兒,baau1 fuk6 dai2 ji4
,金津閣,
,新慕道團,san1 mou6 dou6 tyun4
,市橋三橋,
1,梗板,gang2 baan2
,勇勝美食,
,善風,sin6 fung1
,福霖傢俬,
,鶴園小區,
,萬發建材,
,靚女燒,
,惠興美食,
,金來來,
1,身陷牢籠,san1 haam6 lou4 lung4
,環觀路口,
1,𢱕金龜,dap6 gam1 gwai1
,滙一電器,
1,生苔,saang1 toi4
,明利電子,
1,哄瞞,hung6 mun4
,鵬興建材,
,菁華小區,
,海鹽縣,hoi2 jim4 jyun6
,達威廣告,
,東禾田,
1,軋花機,zaat3 faa1 gei1
,廣分,gwong2 fan1
,仁康橫,
,艾薯,
1,引爆裝置,jan5 baau3 zong1 zi3
1,燐質,leon4 zat1
1,前嗰排,cin4 go2 paai2
1,重影,cung4 jing2
,懷德公寓,
,明䆲,
1,激奮,gik1 fan5
,漁家小廚,
,精製模具,
,聯華汽修,
,名品居,
,巴西沼澤,
,森淼五金,
,新居樂,
,大庾嶺,daai6 jyu5 ling5
,老潮食府,
1,好命佬,hou2 meng6 lou2
,鴻府,
,牛眠嶺,
1,槍筒,coeng1 tung2
,德籃電子,
,創鑫窗簾,
1,自有主張,zi6 jau5 zyu2 zoeng1
,你天日,
,沈復,sam2 fuk6
,旗新,
,富記度假,
1,弄懂弄通,lung6 dung2 lung6 tung1
1,崗位培訓,gong1 wai2 pui4 fan3
,儒略日,jyu4 loek6 jat6
,圓新通訊,
1,赤柱海灘,
1,大隻𡚗𡚗,daai6 zek3 leoi4 leoi4
,重水生產,cung5 seoi2 sang1 caan2
,沙涌口,
,拾貝記,
,水榭,seoi2 ze6
,豐南,fung1 naam4
,積德里,
,聚名軒,
1,專家評價,zyun1 gaa1 ping4 gaa3
,屬世,suk6 sai3
,稻香亨,
,土管,
,好萬家,
1,剪低,zin2 dai1
1,獲利環保,
,翠綠茗茶,
1,洩勁,
,雅柔服飾,
,綸華,
